Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
NW3 2BW,NW3  2BW,NW3 2BW,03-1988,1,526702,185514,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000135,Hampstead Town,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000894,,E02000167,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.173863,51.554293,Postcode Level,04/01/2018,"(51.554293, -0.173863)",1124031
NW3 2BX,NW3  2BX,NW3 2BX,01-1993,0,527382,185205,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000135,Hampstead Town,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000898,,E02000173,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.164172,51.551363,Postcode Level,04/01/2018,"(51.551363, -0.164172)",1124032
NW3 2BY,NW3  2BY,NW3 2BY,01-1991,0,527405,185250,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000135,Hampstead Town,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000898,,E02000173,,3A1,Ethnicity central;Ethnic family life;Established renting families,-0.163825,51.551762,Postcode Level,04/01/2018,"(51.551762, -0.163825)",1124033
NW3 2BZ,NW3  2BZ,NW3 2BZ,01-1991,0,527466,185269,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000135,Hampstead Town,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000898,,E02000173,,3A1,Ethnicity central;Ethnic family life;Established renting families,-0.162938,51.551919,Postcode Level,04/01/2018,"(51.551919, -0.162938)",1124034
NW3 2DA,NW3  2DA,NW3 2DA,01-1980,0,527935,184551,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.156439,51.54536,Postcode Level,04/01/2018,"(51.54536, -0.156439)",1124035
NW3 2DB,NW3  2DB,NW3 2DB,01-1980,0,527935,184551,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.156439,51.54536,Postcode Level,04/01/2018,"(51.54536, -0.156439)",1124036
NW3 2DD,NW3  2DD,NW3 2DD,01-1980,0,527935,184551,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.156439,51.54536,Postcode Level,04/01/2018,"(51.54536, -0.156439)",1124037
NW3 2DE,NW3  2DE,NW3 2DE,01-1980,0,527935,184551,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.156439,51.54536,Postcode Level,04/01/2018,"(51.54536, -0.156439)",1124038
NW3 2DF,NW3  2DF,NW3 2DF,01-1980,0,527935,184551,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.156439,51.54536,Postcode Level,04/01/2018,"(51.54536, -0.156439)",1124039
NW3 2DG,NW3  2DG,NW3 2DG,07-2004,0,527405,185512,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000887,,E02000171,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.16373,51.554116,Postcode Level,04/01/2018,"(51.554116, -0.16373)",1124040
NW3 2DH,NW3  2DH,NW3 2DH,01-1980,0,527979,184519,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.155816,51.545063,Postcode Level,04/01/2018,"(51.545063, -0.155816)",1124041
NW3 2DN,NW3  2DN,NW3 2DN,01-1980,0,527979,184519,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.155816,51.545063,Postcode Level,04/01/2018,"(51.545063, -0.155816)",1124042
NW3 2DP,NW3  2DP,NW3 2DP,01-1980,0,527979,184519,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.155816,51.545063,Postcode Level,04/01/2018,"(51.545063, -0.155816)",1124043
NW3 2DQ,NW3  2DQ,NW3 2DQ,01-1980,0,527935,184551,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.156439,51.54536,Postcode Level,04/01/2018,"(51.54536, -0.156439)",1124044
NW3 2DR,NW3  2DR,NW3 2DR,01-1980,0,527979,184519,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.155816,51.545063,Postcode Level,04/01/2018,"(51.545063, -0.155816)",1124045
NW3 2DS,NW3  2DS,NW3 2DS,01-1980,0,528050,184450,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.154818,51.544427,Postcode Level,04/01/2018,"(51.544427, -0.154818)",1124046
NW3 2DT,NW3  2DT,NW3 2DT,01-1980,0,528050,184450,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.154818,51.544427,Postcode Level,04/01/2018,"(51.544427, -0.154818)",1124047
NW3 2DU,NW3  2DU,NW3 2DU,04-2013,0,527885,184739,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.157091,51.547061,Postcode Level,04/01/2018,"(51.547061, -0.157091)",1124048
NW3 2DW,NW3  2DW,NW3 2DW,01-1980,0,527979,184519,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000906,,E02000177,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.155816,51.545063,Postcode Level,04/01/2018,"(51.545063, -0.155816)",1124049
NW3 2DY,NW3  2DY,NW3 2DY,01-1980,0,527909,184822,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.156715,51.547802,Postcode Level,04/01/2018,"(51.547802, -0.156715)",1124050
NW3 2EA,NW3  2EA,NW3 2EA,01-1980,0,527879,184811,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.157151,51.54771,Postcode Level,04/01/2018,"(51.54771, -0.157151)",1124051
NW3 2EB,NW3  2EB,NW3 2EB,01-1980,0,527856,184810,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000903,,E02000171,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.157483,51.547706,Postcode Level,04/01/2018,"(51.547706, -0.157483)",1124052
NW3 2ED,NW3  2ED,NW3 2ED,01-1980,0,527855,184869,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.157476,51.548236,Postcode Level,04/01/2018,"(51.548236, -0.157476)",1124053
NW3 2EE,NW3  2EE,NW3 2EE,01-1980,0,527885,184877,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.157041,51.548301,Postcode Level,04/01/2018,"(51.548301, -0.157041)",1124054
NW3 2EF,NW3  2EF,NW3 2EF,01-1980,0,527934,185012,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.156286,51.549504,Postcode Level,04/01/2018,"(51.549504, -0.156286)",1124055
NW3 2EG,NW3  2EG,NW3 2EG,01-1980,0,527911,184874,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.156667,51.548269,Postcode Level,04/01/2018,"(51.548269, -0.156667)",1124056
NW3 2EH,NW3  2EH,NW3 2EH,01-1980,0,527862,184917,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.157358,51.548666,Postcode Level,04/01/2018,"(51.548666, -0.157358)",1124057
NW3 2EJ,NW3  2EJ,NW3 2EJ,01-1980,0,527890,184991,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.156927,51.549325,Postcode Level,04/01/2018,"(51.549325, -0.156927)",1124058
NW3 2EL,NW3  2EL,NW3 2EL,01-1980,0,527837,184989,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.157692,51.549319,Postcode Level,04/01/2018,"(51.549319, -0.157692)",1124059
NW3 2EN,NW3  2EN,NW3 2EN,06-2017,0,527547,185369,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000892,,E02000171,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.161709,51.552802,Postcode Level,04/01/2018,"(51.552802, -0.161709)",1124060
NW3 2ER,NW3  2ER,NW3 2ER,01-1980,0,527995,184657,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.155535,51.546299,Postcode Level,04/01/2018,"(51.546299, -0.155535)",1124061
NW3 2ES,NW3  2ES,NW3 2ES,01-1980,0,527991,184676,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000900,,E02000177,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.155586,51.546471,Postcode Level,04/01/2018,"(51.546471, -0.155586)",1124062
NW3 2ET,NW3  2ET,NW3 2ET,01-1980,0,527931,184707,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.15644,51.546763,Postcode Level,04/01/2018,"(51.546763, -0.15644)",1124063
NW3 2EX,NW3  2EX,NW3 2EX,01-1980,0,527973,184749,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.155819,51.547131,Postcode Level,04/01/2018,"(51.547131, -0.155819)",1124064
NW3 2EY,NW3  2EY,NW3 2EY,01-1980,0,527965,184870,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.15589,51.54822,Postcode Level,04/01/2018,"(51.54822, -0.15589)",1124065
NW3 2FJ,NW3  2FJ,NW3 2FJ,06-2016,1,526702,185514,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000135,Hampstead Town,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000894,,E02000167,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.173863,51.554293,Postcode Level,04/01/2018,"(51.554293, -0.173863)",1124066
NW3 2FU,NW3  2FU,NW3 2FU,01-2015,0,527973,185411,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000888,,E02000171,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.155578,51.55308,Postcode Level,04/01/2018,"(51.55308, -0.155578)",1124067
NW3 2GR,NW3  2GR,NW3 2GR,06-2015,1,526702,185514,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000135,Hampstead Town,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000894,,E02000167,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.173863,51.554293,Postcode Level,04/01/2018,"(51.554293, -0.173863)",1124068
NW3 2HA,NW3  2HA,NW3 2HA,01-1980,0,527998,184839,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000900,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.155426,51.547934,Postcode Level,04/01/2018,"(51.547934, -0.155426)",1124069
NW3 2HB,NW3  2HB,NW3 2HB,01-1980,0,527946,184795,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.156191,51.547551,Postcode Level,04/01/2018,"(51.547551, -0.156191)",1124070
NW3 2HD,NW3  2HD,NW3 2HD,01-1980,0,528018,184906,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000900,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.155113,51.548532,Postcode Level,04/01/2018,"(51.548532, -0.155113)",1124071
NW3 2HE,NW3  2HE,NW3 2HE,01-1980,0,527974,184969,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.155725,51.549108,Postcode Level,04/01/2018,"(51.549108, -0.155725)",1124072
NW3 2HG,NW3  2HG,NW3 2HG,01-1980,0,527935,184945,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.156295,51.548901,Postcode Level,04/01/2018,"(51.548901, -0.156295)",1124073
NW3 2HH,NW3  2HH,NW3 2HH,01-1980,0,527994,184622,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000136,Haverstock,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000902,,E02000177,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.155562,51.545985,Postcode Level,04/01/2018,"(51.545985, -0.155562)",1124074
NW3 2HN,NW3  2HN,NW3 2HN,01-1980,0,527807,185452,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000888,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.157956,51.553486,Postcode Level,04/01/2018,"(51.553486, -0.157956)",1124075
NW3 2HP,NW3  2HP,NW3 2HP,01-1980,0,527869,185467,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000888,,E02000171,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.157057,51.553607,Postcode Level,04/01/2018,"(51.553607, -0.157057)",1124076
NW3 2HR,NW3  2HR,NW3 2HR,01-1980,0,527852,185575,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000888,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.157263,51.554582,Postcode Level,04/01/2018,"(51.554582, -0.157263)",1124077
NW3 2HS,NW3  2HS,NW3 2HS,01-1980,0,527884,185583,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000888,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.156799,51.554646,Postcode Level,04/01/2018,"(51.554646, -0.156799)",1124078
NW3 2HT,NW3  2HT,NW3 2HT,01-1980,0,527934,185493,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000888,,E02000171,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.156111,51.553826,Postcode Level,04/01/2018,"(51.553826, -0.156111)",1124079
NW3 2HU,NW3  2HU,NW3 2HU,01-1980,0,528008,185521,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.155034,51.554061,Postcode Level,04/01/2018,"(51.554061, -0.155034)",1124080
NW3 2HX,NW3  2HX,NW3 2HX,01-1980,0,528076,185550,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.154043,51.554306,Postcode Level,04/01/2018,"(51.554306, -0.154043)",1124081
NW3 2HY,NW3  2HY,NW3 2HY,01-1980,0,528063,185623,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.154204,51.554965,Postcode Level,04/01/2018,"(51.554965, -0.154204)",1124082
NW3 2JA,NW3  2JA,NW3 2JA,01-1980,0,528104,185614,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.153616,51.554875,Postcode Level,04/01/2018,"(51.554875, -0.153616)",1124083
NW3 2JB,NW3  2JB,NW3 2JB,01-1980,0,528150,185587,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.152963,51.554622,Postcode Level,04/01/2018,"(51.554622, -0.152963)",1124084
NW3 2JD,NW3  2JD,NW3 2JD,01-1980,0,528263,185610,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,4A3,Multicultural metropolitans;Rented family living;Commuters with young families,-0.151325,51.554803,Postcode Level,04/01/2018,"(51.554803, -0.151325)",1124085
NW3 2JE,NW3  2JE,NW3 2JE,01-1980,0,528143,185540,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.153081,51.554201,Postcode Level,04/01/2018,"(51.554201, -0.153081)",1124086
NW3 2JH,NW3  2JH,NW3 2JH,01-1980,0,527854,185408,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000890,,E02000172,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.157295,51.55308,Postcode Level,04/01/2018,"(51.55308, -0.157295)",1124087
NW3 2JJ,NW3  2JJ,NW3 2JJ,01-1980,0,527854,185408,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000890,,E02000172,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.157295,51.55308,Postcode Level,04/01/2018,"(51.55308, -0.157295)",1124088
NW3 2JL,NW3  2JL,NW3 2JL,01-1980,0,527854,185408,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000890,,E02000172,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.157295,51.55308,Postcode Level,04/01/2018,"(51.55308, -0.157295)",1124089
NW3 2JN,NW3  2JN,NW3 2JN,01-1980,0,527752,185702,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000888,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.158633,51.555748,Postcode Level,04/01/2018,"(51.555748, -0.158633)",1124090
NW3 2JP,NW3  2JP,NW3 2JP,01-1980,0,527860,185719,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.157095,51.555874,Postcode Level,04/01/2018,"(51.555874, -0.157095)",1124091
NW3 2JR,NW3  2JR,NW3 2JR,01-1980,0,528062,185713,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.154186,51.555774,Postcode Level,04/01/2018,"(51.555774, -0.154186)",1124092
NW3 2JT,NW3  2JT,NW3 2JT,01-1980,0,528104,185661,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000134,Gospel Oak,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000886,,E02000171,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.153599,51.555297,Postcode Level,04/01/2018,"(51.555297, -0.153599)",1124093
