,Postcode 1,Longitude,Latitude
,NW1W8EG,-0.13543,51.530784 
,NW1W8EH,-0.13543,51.530784 
,NW1W8EJ,-0.13543,51.530784 
,NW1W8EL,-0.13543,51.530784 
,NW1W8EP,-0.13543,51.530784 
,NW1W8EQ,-0.13543,51.530784 
,NW1W8ER,-0.13543,51.530784 
,NW1W8ES,-0.13543,51.530784 
,NW1W8ET,-0.13543,51.530784 
,NW1W8EU,-0.13543,51.530784 
,NW1W8EW,-0.13543,51.530784 
,NW1W8EX,-0.13543,51.530784 
,NW1W8EY,-0.13543,51.530784 
,NW1W8EZ,-0.13543,51.530784 
,NW1W8FB,-0.13543,51.530784 
,NW1W8FD,-0.135404,51.530786 
,NW1W8FE,-0.13543,51.530784 
,NW1W8FG,-0.13543,51.530784 
,NW1W8FH,-0.13543,51.530784 
,NW1W8FJ,-0.13543,51.530784 
,NW1W8FL,-0.13543,51.530784 
,NW1W8FN,-0.13543,51.530784 
,NW1W8FP,-0.13543,51.530784 
,NW1W8FQ,-0.13543,51.530784 
,NW1W8FR,-0.13543,51.530784 
,NW1W8FS,-0.13543,51.530784 
,NW1W8FT,-0.13543,51.530784 
,NW1W8FU,-0.13543,51.530784 
,NW1W8FW,-0.13543,51.530784 
,NW1W8FX,-0.13543,51.530784 
,NW1W8FY,-0.13543,51.530784 
,NW1W8FZ,-0.13543,51.530784 
,NW1W8GA,-0.13543,51.530784 
,NW1W8GB,-0.13543,51.530784 
,NW1W8GD,-0.13543,51.530784 
,NW1W8GE,-0.13543,51.530784 
,NW1W8GF,-0.13543,51.530784 
,NW1W8GG,-0.13543,51.530784 
,NW1W8GH,-0.13543,51.530784 
,NW1W8GJ,-0.13543,51.530784 
,NW1W8GL,-0.135404,51.530786 
,NW1W8GN,-0.13543,51.530784 
,NW1W8GP,-0.13543,51.530784 
,NW1W8GQ,-0.13543,51.530784 
,NW1W8GR,-0.13543,51.530784 
,NW1W8GS,-0.13543,51.530784 
,NW1W8GT,-0.13543,51.530784 
,NW1W8GU,-0.13543,51.530784 
,NW1W8GW,-0.13543,51.530784 
,NW1W8GX,-0.13543,51.530784 
,NW1W8GY,-0.13543,51.530784 
,NW1W8GZ,-0.13543,51.530784 
,NW1W8HA,-0.13543,51.530784 
,NW1W8HB,-0.13543,51.530784 
,NW1W8HD,-0.135404,51.530786 
,NW1W8HF,-0.135404,51.530786 
,NW1W8HG,-0.13543,51.530784 
,NW1W8HH,-0.13543,51.530784 
,NW1W8HJ,-0.13543,51.530784 
,NW1W8HL,-0.13543,51.530784 
,NW1W8HN,-0.13543,51.530784 
,NW1W8HP,-0.13543,51.530784 
,NW1W8HQ,-0.13543,51.530784 
,NW1W8HR,-0.13543,51.530784 
,NW1W8HS,-0.13543,51.530784 
,NW1W8HT,-0.13543,51.530784 
,NW1W8HW,-0.13543,51.530784 
,NW1W8HX,-0.13543,51.530784 
,NW1W8HY,-0.13543,51.530784 
,NW1W8HZ,-0.13543,51.530784 
,NW1W8JA,-0.13543,51.530784 
,NW1W8JB,-0.13543,51.530784 
,NW1W8JD,-0.13543,51.530784 
,NW1W8JE,-0.13543,51.530784 
,NW1W8JF,-0.13543,51.530784 
,NW1W8JG,-0.13543,51.530784 
,NW1W8JH,-0.13543,51.530784 
,NW1W8JJ,-0.13543,51.530784 
,NW1W8JL,-0.13543,51.530784 
,NW1W8JP,-0.135404,51.530786 
,NW1W8JQ,-0.13543,51.530784 
,NW1W8JR,-0.13543,51.530784 
,NW1W8JS,-0.13543,51.530784 
,NW1W8JT,-0.13543,51.530784 
,NW1W8JU,-0.13543,51.530784 
,NW1W8JW,-0.13543,51.530784 
,NW1W8JX,-0.13543,51.530784 
,NW1W8JY,-0.13543,51.530784 
,NW1W8JZ,-0.13543,51.530784 
,NW1W8LA,-0.13543,51.530784 
,NW1W8LD,-0.135404,51.530786 
,NW1W8LE,-0.13543,51.530784 
,NW1W8LF,-0.13543,51.530784 
,NW1W8LG,-0.13543,51.530784 
,NW1W8LH,-0.13543,51.530784 
,NW1W8LJ,-0.13543,51.530784 
,NW1W8LL,-0.13543,51.530784 
,NW1W8LN,-0.13543,51.530784 
,NW1W8LP,-0.13543,51.530784 
,NW1W8LQ,-0.13543,51.530784 
,NW1W8LR,-0.13543,51.530784 
,NW1W8LU,-0.13543,51.530784 
,NW1W8LW,-0.13543,51.530784 
,NW1W8LX,-0.13543,51.530784 
,NW1W8LY,-0.13543,51.530784 
,NW1W8LZ,-0.13543,51.530784 
,NW1W8NA,-0.13543,51.530784 
,NW1W8NB,-0.13543,51.530784 
,NW1W8ND,-0.13543,51.530784 
,NW1W8NE,-0.13543,51.530784 
,NW1W8NF,-0.13543,51.530784 
,NW1W8NG,-0.135404,51.530786 
,NW1W8NJ,-0.13543,51.530784 
,NW1W8NN,-0.13543,51.530784 
,NW1W8NP,-0.13543,51.530784 
,NW1W8NQ,-0.13543,51.530784 
,NW1W8NR,-0.13543,51.530784 
,NW1W8NS,-0.13543,51.530784 
,NW1W8NT,-0.13543,51.530784 
,NW1W8NU,-0.13543,51.530784 
,NW1W8NW,-0.13543,51.530784 
,NW1W8NX,-0.13543,51.530784 
,NW1W8NY,-0.13543,51.530784 
,NW1W8NZ,-0.13543,51.530784 
,NW1W8PE,-0.13543,51.530784 
,NW1W8PG,-0.13543,51.530784 
,NW1W8PH,-0.13543,51.530784 
,NW1W8PJ,-0.13543,51.530784 
,NW1W8PL,-0.13543,51.530784 
,NW1W8PN,-0.13543,51.530784 
,NW1W8PP,-0.13543,51.530784 
,NW1W8PQ,-0.13543,51.530784 
,NW1W8PR,-0.13543,51.530784 
,NW1W8PS,-0.13543,51.530784 
,NW1W8PT,-0.13543,51.530784 
,NW1W8PU,-0.13543,51.530784 
,NW1W8PX,-0.13543,51.530784 
,NW1W8PY,-0.13543,51.530784 
,NW1W8PZ,-0.13543,51.530784 
,NW1W8QA,-0.13543,51.530784 
,NW1W8QB,-0.13543,51.530784 
,NW1W8QD,-0.13543,51.530784 
,NW1W8QE,-0.13543,51.530784 
,NW1W8QF,-0.13543,51.530784 
,NW1W8QG,-0.13543,51.530784 
,NW1W8QH,-0.13543,51.530784 
,NW1W8QJ,-0.135404,51.530786 
,NW1W8QL,-0.13543,51.530784 
,NW1W8QN,-0.13543,51.530784 
,NW1W8QP,-0.13543,51.530784 
,NW1W8QQ,-0.13543,51.530784 
,NW1W8QR,-0.13543,51.530784 
,NW1W8QS,-0.13543,51.530784 
,NW1W8QT,-0.13543,51.530784 
,NW1W8QU,-0.13543,51.530784 
,NW1W8QW,-0.13543,51.530784 
,NW1W8QX,-0.13543,51.530784 
,NW1W8QY,-0.135404,51.530786 
,NW1W8RA,-0.135404,51.530786 
,NW1W8RD,-0.13543,51.530784 
,NW1W8RE,-0.13543,51.530784 
,NW1W8RF,-0.13543,51.530784 
,NW1W8RG,-0.13543,51.530784 
,NW1W8RH,-0.13543,51.530784 
,NW1W8RJ,-0.13543,51.530784 
,NW1W8RL,-0.13543,51.530784 
,NW1W8RN,-0.13543,51.530784 
,NW1W8RP,-0.13543,51.530784 
,NW1W8RQ,-0.13543,51.530784 
,NW1W8RR,-0.13543,51.530784 
,NW1W8RS,-0.13543,51.530784 
,NW1W8RT,-0.13543,51.530784 
,NW1W8RU,-0.13543,51.530784 
,NW1W8RW,-0.13543,51.530784 
,NW1W8RX,-0.13543,51.530784 
,NW1W8RY,-0.13543,51.530784 
,NW1W8RZ,-0.13543,51.530784 
,NW1W8SA,-0.13543,51.530784 
,NW1W8SB,-0.13543,51.530784 
,NW1W8SE,-0.13543,51.530784 
,NW1W8SF,-0.13543,51.530784 
,NW1W8SG,-0.13543,51.530784 
,NW1W8SH,-0.13543,51.530784 
,NW1W8SJ,-0.13543,51.530784 
,NW1W8SL,-0.13543,51.530784 
,NW1W8SN,-0.13543,51.530784 
,NW1W8SP,-0.13543,51.530784 
,NW1W8SQ,-0.13543,51.530784 
,NW1W8SR,-0.13543,51.530784 
,NW1W8SW,-0.13543,51.530784 
,NW1W8SX,-0.13543,51.530784 
,NW1W8SY,-0.13543,51.530784 
,NW1W8SZ,-0.13543,51.530784 
,NW1W8TA,-0.13543,51.530784 
,NW1W8TB,-0.13543,51.530784 
,NW1W8TD,-0.13543,51.530784 
,NW1W8TE,-0.13543,51.530784 
,NW1W8TF,-0.13543,51.530784 
,NW1W8TG,-0.13543,51.530784 
,NW1W8TH,-0.13543,51.530784 
,NW1W8TJ,-0.13543,51.530784 
,NW1W8TL,-0.13543,51.530784 
,NW1W8TN,-0.13543,51.530784 
,NW1W8TP,-0.13543,51.530784 
,NW1W8TQ,-0.13543,51.530784 
,NW1W8TR,-0.13543,51.530784 
,NW1W8TS,-0.13543,51.530784 
,NW1W8TT,-0.13543,51.530784 
,NW1W8TU,-0.13543,51.530784 
,NW1W8TW,-0.13543,51.530784 
,NW1W8TY,-0.13543,51.530784 
,NW1W8TZ,-0.13543,51.530784 
,NW1W8UA,-0.13543,51.530784 
,NW1W8UB,-0.13543,51.530784 
,NW1W8UD,-0.13543,51.530784 
,NW1W8UE,-0.13543,51.530784 
,NW1W8UF,-0.13543,51.530784 
,NW1W8UG,-0.13543,51.530784 
,NW1W8UH,-0.13543,51.530784 
,NW1W8UJ,-0.13543,51.530784 
,NW1W8UL,-0.13543,51.530784 
,NW1W8UN,-0.13543,51.530784 
,NW1W8UR,-0.13543,51.530784 
,NW1W8US,-0.13543,51.530784 
,NW1W8UT,-0.13543,51.530784 
,NW1W8UU,-0.13543,51.530784 
,NW1W8UW,-0.13543,51.530784 
,NW1W8UX,-0.13543,51.530784 
,NW1W8UY,-0.13543,51.530784 
,NW1W8UZ,-0.13543,51.530784 
,NW1W8WB,-0.13543,51.530784 
,NW1W8WD,-0.13543,51.530784 
,NW1W8WE,-0.13543,51.530784 
,NW1W8WF,-0.13543,51.530784 
,NW1W8WG,-0.13543,51.530784 
,NW1W8WH,-0.13543,51.530784 
,NW1W8WJ,-0.13543,51.530784 
,NW1W8WL,-0.13543,51.530784 
,NW1W8WN,-0.13543,51.530784 
,NW1W8WP,-0.13543,51.530784 
,NW1W8WS,-0.13543,51.530784 
,NW1W8WT,-0.13543,51.530784 
,NW1W8WU,-0.13543,51.530784 
,NW1W8WW,-0.13543,51.530784 
,NW1W8WX,-0.13543,51.530784 
,NW1W8WY,-0.13543,51.530784 
,NW1W8WZ,-0.13543,51.530784 
,NW1W8XA,-0.13543,51.530784 
,NW1W8XB,-0.13543,51.530784 
,NW1W8XD,-0.13543,51.530784 
,NW1W8XF,-0.13543,51.530784 
,NW1W8XH,-0.13543,51.530784 
,NW1W8XJ,-0.13543,51.530784 
,NW1W8XL,-0.13543,51.530784 
,NW1W8XN,-0.13543,51.530784 
,NW1W8XP,-0.13543,51.530784 
,NW1W8XQ,-0.13543,51.530784 
,NW1W8XR,-0.13543,51.530784 
,NW1W8XS,-0.13543,51.530784 
,NW1W8XT,-0.13543,51.530784 
,NW1W8XU,-0.13543,51.530784 
,NW1W8XY,-0.13543,51.530784 
,NW1W8XZ,-0.13543,51.530784 
,NW1W8YA,-0.13543,51.530784 
,NW1W8YB,-0.13543,51.530784 
,NW1W8YD,-0.13543,51.530784 
,NW1W8YE,-0.13543,51.530784 
,NW1W8YF,-0.13543,51.530784 
,NW1W8YG,-0.13543,51.530784 
,NW1W8YH,-0.13543,51.530784 
,NW1W8YJ,-0.13543,51.530784 
,NW1W8YL,-0.13543,51.530784 
,NW1W8YN,-0.13543,51.530784 
,NW1W8YP,-0.13543,51.530784 
,NW1W8YQ,-0.13543,51.530784 
,NW1W8YR,-0.13543,51.530784 
,NW1W8YS,-0.13543,51.530784 
,NW1W8YT,-0.13543,51.530784 
,NW1W8YU,-0.13543,51.530784 
,NW1W8YW,-0.13543,51.530784 
,NW1W8YX,-0.13543,51.530784 
,NW1W8ZB,-0.13543,51.530784 
,NW1W8ZD,-0.13543,51.530784 
,NW1W8ZE,-0.13543,51.530784 
,NW1W8ZF,-0.13543,51.530784 
,NW1W8ZG,-0.13543,51.530784 
,NW1W8ZH,-0.13543,51.530784 
,NW1W8ZJ,-0.13543,51.530784 
,NW1W8ZL,-0.13543,51.530784 
,NW1W8ZN,-0.13543,51.530784 
,NW1W8ZP,-0.13543,51.530784 
,NW1W8ZQ,-0.13543,51.530784 
,NW1W8ZS,-0.13543,51.530784 
,NW1W8ZT,-0.13543,51.530784 
,NW1W9AA,-0.13543,51.530784 
,NW1W9AB,-0.13543,51.530784 
,NW1W9AD,-0.13543,51.530784 
,NW1W9AE,-0.13543,51.530784 
,NW1W9AF,-0.13543,51.530784 
,NW1W9AG,-0.13543,51.530784 
,NW1W9AH,-0.13543,51.530784 
,NW1W9AJ,-0.13543,51.530784 
,NW1W9AL,-0.13543,51.530784 
,NW1W9AP,-0.13543,51.530784 
,NW1W9AR,-0.13543,51.530784 
,NW1W9AS,-0.13543,51.530784 
,NW1W9AT,-0.13543,51.530784 
,NW1W9AU,-0.13543,51.530784 
,NW1W9AW,-0.13543,51.530784 
,NW1W9AX,-0.13543,51.530784 
,NW1W9BB,-0.13543,51.530784 
,NW1W9BE,-0.13543,51.530784 
,NW1W9BF,-0.13543,51.530784 
,NW1W9BG,-0.13543,51.530784 
,NW1W9BH,-0.13543,51.530784 
,NW1W9BJ,-0.13543,51.530784 
,NW1W9BL,-0.13543,51.530784 
,NW1W9BN,-0.13543,51.530784 
,NW1W9BP,-0.13543,51.530784 
,NW1W9BQ,-0.13543,51.530784 
,NW1W9BR,-0.13543,51.530784 
,NW1W9BS,-0.13543,51.530784 
,NW1W9BT,-0.13543,51.530784 
,NW1W9BU,-0.13543,51.530784 
,NW1W9BW,-0.13543,51.530784 
,NW1W9BX,-0.13543,51.530784 
,NW1W9BZ,-0.13543,51.530784 
,NW1W9DA,-0.13543,51.530784 
,NW1W9DB,-0.13543,51.530784 
,NW1W9DD,-0.13543,51.530784 
,NW1W9DE,-0.13543,51.530784 
,NW1W9DF,-0.13543,51.530784 
,NW1W9DG,-0.13543,51.530784 
,NW1W9DH,-0.13543,51.530784 
,NW1W9DJ,-0.13543,51.530784 
,NW1W9DL,-0.13543,51.530784 
,NW1W9DN,-0.13543,51.530784 
,NW1W9DP,-0.13543,51.530784 
,NW1W9DQ,-0.13543,51.530784 
,NW1W9DR,-0.13543,51.530784 
,NW1W9DS,-0.13543,51.530784 
,NW1W9DT,-0.13543,51.530784 
,NW1W9DU,-0.13543,51.530784 
,NW1W9DW,-0.13543,51.530784 
,NW1W9DX,-0.13543,51.530784 
,NW1W9DY,-0.13543,51.530784 
,NW1W9DZ,-0.13543,51.530784 
,NW1W9EA,-0.13543,51.530784 
,NW1W9ED,-0.13543,51.530784 
,NW1W9EE,-0.13543,51.530784 
,NW1W9EF,-0.13543,51.530784 
,NW1W9EG,-0.13543,51.530784 
,NW1W9EH,-0.13543,51.530784 
,NW1W9EJ,-0.13543,51.530784 
,NW1W9EL,-0.13543,51.530784 
,NW1W9EN,-0.13543,51.530784 
,NW1W9EP,-0.13543,51.530784 
,NW1W9EQ,-0.13543,51.530784 
,NW1W9ES,-0.13543,51.530784 
,NW1W9ET,-0.13543,51.530784 
,NW1W9EU,-0.13543,51.530784 
,NW1W9EW,-0.13543,51.530784 
,NW1W9EX,-0.13543,51.530784 
,NW1W9EY,-0.13543,51.530784 
,NW1W9EZ,-0.13543,51.530784 
,NW1W9FA,-0.13543,51.530784 
,NW1W9FB,-0.13543,51.530784 
,NW1W9FD,-0.13543,51.530784 
,NW1W9FE,-0.13543,51.530784 
,NW1W9FF,-0.13543,51.530784 
,NW1W9FG,-0.13543,51.530784 
,NW1W9FH,-0.13543,51.530784 
,NW1W9FJ,-0.13543,51.530784 
,NW1W9FL,-0.13543,51.530784 
,NW1W9FN,-0.13543,51.530784 
,NW1W9FP,-0.13543,51.530784 
,NW1W9FQ,-0.13543,51.530784 
,NW1W9FR,-0.13543,51.530784 
,NW1W9FS,-0.13543,51.530784 
,NW1W9FT,-0.13543,51.530784 
,NW1W9FU,-0.13543,51.530784 
,NW1W9FW,-0.13543,51.530784 
,NW1W9FX,-0.13543,51.530784 
,NW1W9FY,-0.13543,51.530784 
,NW1W9FZ,-0.13543,51.530784 
,NW1W9GA,-0.13543,51.530784 
,NW1W9GB,-0.13543,51.530784 
,NW1W9GD,-0.13543,51.530784 
,NW1W9GE,-0.13543,51.530784 
,NW1W9GF,-0.13543,51.530784 
,NW1W9GG,-0.13543,51.530784 
,NW1W9GH,-0.13543,51.530784 
,NW1W9GJ,-0.13543,51.530784 
,NW1W9GL,-0.13543,51.530784 
,NW1W9GN,-0.13543,51.530784 
,NW1W9GP,-0.13543,51.530784 
,NW1W9GQ,-0.13543,51.530784 
,NW1W9GR,-0.13543,51.530784 
,NW1W9GS,-0.13543,51.530784 
,NW1W9GT,-0.13543,51.530784 
,NW1W9GU,-0.13543,51.530784 
,NW1W9GW,-0.13543,51.530784 
,NW1W9GX,-0.13543,51.530784 
,NW1W9GY,-0.13543,51.530784 
,NW1W9GZ,-0.13543,51.530784 
,NW1W9HA,-0.13543,51.530784 
,NW1W9HB,-0.13543,51.530784 
,NW1W9HD,-0.13543,51.530784 
,NW1W9HF,-0.13543,51.530784 
,NW1W9HG,-0.13543,51.530784 
,NW1W9HH,-0.13543,51.530784 
,NW1W9HJ,-0.13543,51.530784 
,NW1W9HL,-0.13543,51.530784 
,NW1W9HN,-0.13543,51.530784 
,NW1W9HP,-0.13543,51.530784 
,NW1W9HQ,-0.13543,51.530784 
,NW1W9HR,-0.13543,51.530784 
,NW1W9HS,-0.13543,51.530784 
,NW1W9HT,-0.13543,51.530784 
,NW1W9HU,-0.13543,51.530784 
,NW1W9HW,-0.13543,51.530784 
,NW1W9HX,-0.13543,51.530784 
,NW1W9HY,-0.13543,51.530784 
,NW1W9HZ,-0.13543,51.530784 
,NW1W9JA,-0.13543,51.530784 
,NW1W9JB,-0.13543,51.530784 
,NW1W9JD,-0.13543,51.530784 
,NW1W9JE,-0.13543,51.530784 
,NW1W9JF,-0.13543,51.530784 
,NW1W9JG,-0.13543,51.530784 
,NW1W9JH,-0.13543,51.530784 
,NW1W9JJ,-0.13543,51.530784 
,NW1W9JL,-0.13543,51.530784 
,NW1W9JN,-0.13543,51.530784 
,NW1W9JP,-0.13543,51.530784 
,NW1W9JQ,-0.13543,51.530784 
,NW1W9JR,-0.13543,51.530784 
,NW1W9JS,-0.13543,51.530784 
,NW1W9JT,-0.13543,51.530784 
,NW1W9JU,-0.13543,51.530784 
,NW1W9JW,-0.13543,51.530784 
,NW1W9JX,-0.13543,51.530784 
,NW1W9JY,-0.13543,51.530784 
,NW1W9JZ,-0.13543,51.530784 
,NW1W9LA,-0.13543,51.530784 
,NW1W9LB,-0.13543,51.530784 
,NW1W9LD,-0.13543,51.530784 
,NW1W9LE,-0.13543,51.530784 
,NW1W9LF,-0.13543,51.530784 
,NW1W9LG,-0.13543,51.530784 
,NW1W9LH,-0.13543,51.530784 
,NW1W9LJ,-0.13543,51.530784 
,NW1W9LL,-0.13543,51.530784 
,NW1W9LN,-0.13543,51.530784 
,NW1W9LP,-0.13543,51.530784 
,NW1W9LQ,-0.13543,51.530784 
,NW1W9LR,-0.13543,51.530784 
,NW1W9LS,-0.13543,51.530784 
,NW1W9LT,-0.13543,51.530784 
,NW1W9LU,-0.13543,51.530784 
,NW1W9LW,-0.13543,51.530784 
,NW1W9LX,-0.13543,51.530784 
,NW1W9LY,-0.13543,51.530784 
,NW1W9LZ,-0.13543,51.530784 
,NW1W9NA,-0.13543,51.530784 
,NW1W9NB,-0.13543,51.530784 
,NW1W9ND,-0.13543,51.530784 
,NW1W9NE,-0.13543,51.530784 
,NW1W9NF,-0.13543,51.530784 
,NW1W9NG,-0.13543,51.530784 
,NW1W9NH,-0.13543,51.530784 
,NW1W9NJ,-0.13543,51.530784 
,NW1W9NL,-0.13543,51.530784 
,NW1W9NN,-0.13543,51.530784 
,NW1W9NP,-0.13543,51.530784 
,NW1W9NQ,-0.13543,51.530784 
,NW1W9NR,-0.13543,51.530784 
,NW1W9NS,-0.13543,51.530784 
,NW1W9NT,-0.13543,51.530784 
,NW1W9NU,-0.13543,51.530784 
,NW1W9NW,-0.13543,51.530784 
,NW1W9NX,-0.13543,51.530784 
,NW1W9NY,-0.13543,51.530784 
,NW1W9NZ,-0.13543,51.530784 
,NW1W9PA,-0.13543,51.530784 
,NW1W9PB,-0.13543,51.530784 
,NW1W9PD,-0.13543,51.530784 
,NW1W9PE,-0.13543,51.530784 
,NW1W9PF,-0.13543,51.530784 
,NW1W9PG,-0.13543,51.530784 
,NW1W9PH,-0.13543,51.530784 
,NW1W9PJ,-0.13543,51.530784 
,NW1W9PL,-0.13543,51.530784 
,NW1W9PN,-0.13543,51.530784 
,NW1W9PP,-0.13543,51.530784 
,NW1W9PQ,-0.13543,51.530784 
,NW1W9PS,-0.13543,51.530784 
,NW1W9PT,-0.13543,51.530784 
,NW1W9PU,-0.13543,51.530784 
,NW1W9PW,-0.13543,51.530784 
,NW1W9PX,-0.13543,51.530784 
,NW1W9PY,-0.13543,51.530784 
,NW1W9PZ,-0.13543,51.530784 
,NW1W9QA,-0.13543,51.530784 
,NW1W9QB,-0.13543,51.530784 
,NW1W9QD,-0.13543,51.530784 
,NW1W9QF,-0.13543,51.530784 
,NW1W9QG,-0.13543,51.530784 
,NW1W9QH,-0.13543,51.530784 
,NW1W9QJ,-0.13543,51.530784 
,NW1W9QL,-0.13543,51.530784 
,NW1W9QN,-0.13543,51.530784 
,NW1W9QP,-0.13543,51.530784 
,NW1W9QQ,-0.13543,51.530784 
,NW1W9QR,-0.13543,51.530784 
,NW1W9QS,-0.13543,51.530784 
,NW1W9QT,-0.13543,51.530784 
,NW1W9QU,-0.13543,51.530784 
,NW1W9QW,-0.13543,51.530784 
,NW1W9QX,-0.13543,51.530784 
,NW1W9QZ,-0.13543,51.530784 
,NW1W9RA,-0.13543,51.530784 
,NW1W9RB,-0.13543,51.530784 
,NW1W9RD,-0.13543,51.530784 
,NW1W9RE,-0.13543,51.530784 
,NW1W9RG,-0.13543,51.530784 
,NW1W9RH,-0.13543,51.530784 
,NW1W9RJ,-0.13543,51.530784 
,NW1W9RL,-0.13543,51.530784 
,NW1W9RN,-0.13543,51.530784 
,NW1W9RP,-0.13543,51.530784 
,NW1W9RQ,-0.13543,51.530784 
,NW1W9RR,-0.13543,51.530784 
,NW1W9RS,-0.13543,51.530784 
,NW1W9RT,-0.13543,51.530784 
,NW1W9RU,-0.13543,51.530784 
,NW1W9RW,-0.13543,51.530784 
,NW1W9RX,-0.13543,51.530784 
,NW1W9RZ,-0.13543,51.530784 
,NW1W9SA,-0.13543,51.530784 
,NW1W9SB,-0.13543,51.530784 
,NW1W9SD,-0.13543,51.530784 
,NW1W9SE,-0.13543,51.530784 
,NW1W9SF,-0.13543,51.530784 
,NW1W9SG,-0.13543,51.530784 
,NW1W9SJ,-0.13543,51.530784 
,NW1W9SN,-0.13543,51.530784 
,NW1W9SP,-0.13543,51.530784 
,NW1W9SS,-0.13543,51.530784 
,NW1W9SW,-0.13543,51.530784 
,NW1W9TA,-0.13543,51.530784 
,NW1W9TB,-0.13543,51.530784 
,NW1W9TD,-0.13543,51.530784 
,NW1W9TE,-0.13543,51.530784 
,NW1W9TF,-0.13543,51.530784 
,NW1W9TG,-0.13543,51.530784 
,NW1W9TH,-0.13543,51.530784 
,NW1W9TN,-0.13543,51.530784 
,NW1W9TP,-0.13543,51.530784 
,NW1W9TR,-0.13543,51.530784 
,NW1W9TS,-0.13543,51.530784 
,NW1W9TT,-0.13543,51.530784 
,NW1W9TU,-0.13543,51.530784 
,NW1W9TW,-0.13543,51.530784 
,NW1W9TX,-0.13543,51.530784 
,NW1W9TY,-0.13543,51.530784 
,NW1W9TZ,-0.13543,51.530784 
,NW1W9UA,-0.13543,51.530784 
,NW1W9UB,-0.13543,51.530784 
,NW1W9UD,-0.13543,51.530784 
,NW1W9UE,-0.13543,51.530784 
,NW1W9UH,-0.13543,51.530784 
,NW1W9UJ,-0.13543,51.530784 
,NW1W9UL,-0.13543,51.530784 
,NW1W9UN,-0.13543,51.530784 
,NW1W9UP,-0.13543,51.530784 
,NW1W9UQ,-0.13543,51.530784 
,NW1W9UR,-0.13543,51.530784 
,NW1W9US,-0.13543,51.530784 
,NW1W9UT,-0.13543,51.530784 
,NW1W9UU,-0.13543,51.530784 
,NW1W9UW,-0.13543,51.530784 
,NW1W9UX,-0.13543,51.530784 
,NW1W9UY,-0.13543,51.530784 
,NW1W9UZ,-0.13543,51.530784 
,NW1W9WA,-0.13543,51.530784 
,NW1W9WB,-0.13543,51.530784 
,NW1W9WD,-0.13543,51.530784 
,NW1W9WE,-0.13543,51.530784 
,NW1W9WF,-0.13543,51.530784 
,NW1W9WG,-0.13543,51.530784 
,NW1W9WH,-0.13543,51.530784 
,NW1W9WJ,-0.13543,51.530784 
,NW1W9WL,-0.13543,51.530784 
,NW1W9WN,-0.13543,51.530784 
,NW1W9WP,-0.13543,51.530784 
,NW1W9WQ,-0.13543,51.530784 
,NW1W9WR,-0.13543,51.530784 
,NW1W9WS,-0.13543,51.530784 
,NW1W9WT,-0.13543,51.530784 
,NW1W9WU,-0.13543,51.530784 
,NW1W9WW,-0.13543,51.530784 
,NW1W9WX,-0.13543,51.530784 
,NW1W9WY,-0.13543,51.530784 
,NW1W9WZ,-0.13543,51.530784 
,NW1W9XA,-0.13543,51.530784 
,NW1W9XB,-0.13543,51.530784 
,NW1W9XD,-0.13543,51.530784 
,NW1W9XE,-0.13543,51.530784 
,NW1W9XF,-0.13543,51.530784 
,NW1W9XG,-0.13543,51.530784 
,NW1W9XH,-0.13543,51.530784 
,NW1W9XJ,-0.13543,51.530784 
,NW1W9XN,-0.13543,51.530784 
,NW1W9XP,-0.13543,51.530784 
,NW1W9XQ,-0.13543,51.530784 
,NW1W9XR,-0.13543,51.530784 
,NW1W9XS,-0.13543,51.530784 
,NW1W9XT,-0.13543,51.530784 
,NW1W9XU,-0.13543,51.530784 
,NW1W9XW,-0.13543,51.530784 
,NW1W9XX,-0.13543,51.530784 
,NW1W9XY,-0.13543,51.530784 
,NW1W9XZ,-0.13543,51.530784 
,NW1W9YA,-0.13543,51.530784 
,NW1W9YB,-0.13543,51.530784 
,NW1W9YD,-0.13543,51.530784 
,NW1W9YG,-0.13543,51.530784 
,NW1W9YH,-0.13543,51.530784 
,NW1W9YJ,-0.13543,51.530784 
,NW1W9YL,-0.13543,51.530784 
,NW1W9YN,-0.13543,51.530784 
,NW1W9YP,-0.13543,51.530784 
,NW1W9YQ,-0.13543,51.530784 
,NW1W9YR,-0.13543,51.530784 
,NW1W9YS,-0.13543,51.530784 
,NW1W9YT,-0.13543,51.530784 
,NW1W9YU,-0.13543,51.530784 
,NW1W9YW,-0.13543,51.530784 
,NW1W9YX,-0.13543,51.530784 
,NW1W9YY,-0.13543,51.530784 
,NW1W9YZ,-0.13543,51.530784 
,NW1W9ZA,-0.13543,51.530784 
,NW1W9ZB,-0.13543,51.530784 
,NW1W9ZD,-0.13543,51.530784 
,NW1W9ZE,-0.13543,51.530784 
,NW1W9ZF,-0.13543,51.530784 
,NW1W9ZG,-0.13543,51.530784 
,NW1W9ZH,-0.13543,51.530784 
,NW1W9ZJ,-0.13543,51.530784 
,NW1W9ZL,-0.13543,51.530784 
,NW1W9ZN,-0.13543,51.530784 
,NW1W9ZQ,-0.13543,51.530784 
,NW1W9ZS,-0.13543,51.530784 
,NW1W9ZT,-0.13543,51.530784 
,NW1W9ZU,-0.13543,51.530784 
,NW1W9ZW,-0.13543,51.530784 
,NW1W9ZX,-0.13543,51.530784 
,NW1W9ZY,-0.13543,51.530784 
